path,opening_type,story_score,actor,observable,stake,opening
docs/distributed-systems/fundamentals.md,definition/meta,2,1,0,1,"Why This Exists You have three database replicas. A user updates their profile on replica A. The update has not yet reached replica B. A network partition occurs — A and B are disconnected. Both accept writes. Then the partition heals. Now you have two conflicting versions of the profile. Your system needs to: - Detect that a conflict happened - Decide which version wins  and communicate why - Possibly merge them - Ensure all replicas agree on the outcome This document teaches the primitives that make consensus possible: logical time  so causality is measurable , leader election  so one replica can decide , and distributed locks  so only one thing changes at a time . The Core Problem: Machines Cannot Share Time In a single machine: Clear causality: y depends on x. Across machines:"
docs/distributed-systems/index.md,scene/hook,3,1,1,1,"A remote call can fail, time out, succeed after you gave up, run twice, or arrive out of order. Why This Exists A local function call has two outcomes: it returns, or it throws. You have built your entire intuition on that. A remote call has   three  : success, failure, and  unknown . The third one is the entire discipline. If that call times out, you know exactly one thing: you did not get a response. You do   not   know whether the charge happened. The request may have been lost before arriving, or executed and the reply lost on the way back. From where you stand, those are indistinguishable — and yet in one case the customer was charged and in the other they were not. Retry, and you might double-charge. Do not retry, and you might lose the payment. There is no third option that avoids the choice.   This ambiguity does not exist in single-machine programming, and no amount of clean code makes it go away. Distributed systems is the study of what you can still guarantee once you accept that. Mental Model The three assumptions you silently relied on — one clock, one memory, one failure domain — are all false across a network. Every concept in this section is a response to losing one of them. The Eight Fallacies  And The Three That Bite Peter Deutsch's classic list: the network is reliable, latency is zero, bandwidth is infinite, the network is secure, topology does not change, there is one administrator, transport cost is zero, the network is homogeneous. In interviews, three do the damage:"
docs/distributed-systems/multi-region-dr.md,definition/meta,1,0,0,1,"Why This Exists A single-region system has one region-sized SPOF  see  Single Points of Failure  ../reliability/single-points-of-failure.md , applied at the largest possible scale : the AWS  us-east-1  outage, the datacenter that loses power, the fire suppression system that floods the server floor. None of these are exotic — they've all happened. The question a DR strategy answers isn't ""can this happen"" — it's   ""when it happens, how much data do we lose, and how long are we down?"" Those two numbers have names: -   RTO  Recovery Time Objective    — how long can the system be down before recovery completes? -   RPO  Recovery Point Objective    — how much data  measured in time  can be lost — i.e., how stale is the most recent backup/replica you fail over to? Both can be driven toward zero. Neither is free — and the cost curve isn't linear, it's closer to exponential as RTO/RPO approach zero.   The senior skill here is picking a point on that curve deliberately, tied to an actual business requirement, instead of reflexively saying ""multi-region active-active"" because it sounds impressive. Mental Model: Two Dials, One Cost Curve Each tier to the right buys you a smaller RTO/RPO by keeping  more infrastructure warm, more data replicated, in more places, all the time  — which is exactly what costs money and adds operational surface area. There is no tier that's simply ""better"" than another; there's only the tier that matches what the business actually needs, which is why the first question in any DR design is ""what's the RTO/RPO requirement,"" not ""what pattern should we use."" The Four DR Tiers -   Backup & restore:   back up data periodically, store it  ideally in a different region/provider than the primary , and rebuild everything from scratch on disaster. Cheapest, slowest — RTO is however long it takes to provision infrastructure and restore data, which for a large database is measured in hours, sometimes days. -   Pilot light:   the smallest possible version of the system runs permanently in the DR site — usually just the database, kept in sync via continuous replication — while compute stays off until needed. On disaster, you scale up compute around the already-warm data. RTO drops because the slowest part  data  is already there. -   Warm standby:   a scaled-down but fully functional copy runs continuously in the DR site, capable of handling some traffic already. Failover means scaling it up and redirecting traffic, not building it from nothing."
docs/distributed-systems/raft.md,scene/hook,3,1,1,1,"Why This Exists You have   3 servers   holding the same config / lock / metadata. Clients must not see two truths. This is   consensus  : one history, despite crashes and delayed packets. Raft is the algorithm you can actually implement and explain. !!! tip ""Mental Model"" Raft is a   replicated state machine  . The leader sequences client writes into a log. Followers copy the log. A majority   ⌊n/2⌋+1   persisting an entry is necessary for it to be   committed   — but not sufficient on its own: the leader may only  count  that majority and declare commit for entries it appended   during its own current term    see Mechanics below for why . After commit, every future leader already has that entry — so the value cannot disappear. leader = sequencer  ·  term = epoch  ·  majority-of-current-term-entries = commit  ·  timeout = election Abstraction Levels === ""Mental Model"" A leader sequences writes into a log; a majority must persist an entry before it's committed; a new leader can never forget a committed entry. === ""Interview Simplification"" ""Raft gives you strongly consistent, linearizable reads and writes as long as a majority of nodes are up."" True for the common configuration — enough for most interview answers. === ""Production Reality"""
docs/distributed-systems/replication.md,scene/hook,3,1,1,1,"Why This Exists Every distributed database keeps multiple copies of the same data — for durability  a disk dies, you don't lose data , for availability  a node dies, you still serve traffic , and for latency  serve reads from the datacenter closest to the user . The moment you have more than one copy, you have to answer:   who is allowed to write, and how do the other copies find out? Every answer to that question is a replication topology, and every topology trades off latency, durability, and availability differently. Pick the wrong one and you either lose acknowledged writes on failover, silently serve stale reads, or build a system that can't tell two conflicting writes apart. !!! tip ""Mental Model"" Think of a single Google Doc  leader-follower , a group of people each editing their own offline copy and merging later  multi-leader , or a group text message where everyone can post and everyone reconciles who said what and when  leaderless . The topology you choose determines whether ""who wins"" is decided up front  one writer  or after the fact  conflict resolution . Abstraction Levels === ""Mental Model"" Extra copies buy durability, availability, and locality. They force a rule for  who may write  and  when a read is allowed to be old . === ""Interview Simplification"" ""Primary + replicas for reads; sync if you cannot lose the last write, async if you need the write to be fast."" Enough as a first sketch of leader-follower. === ""Production Reality"" Failover of an async replica can lose acknowledged writes. Multi-leader needs conflict resolution, not hope. Leaderless quorum   W / R / N   makes writes fail when  up < W  long before the cluster ""looks down"" — use the sim below."
docs/dsa/advanced-string-matching.md,definition/meta,1,0,1,0,"!!! example ""Illustrative interview"" Thousands of patterns must be found in one log stream. Scanning once per pattern repeats the input thousands of times. Build shared prefixes and failure links so one pass preserves every partial match that still matters. Difficulty:   Hard |   Pattern Type:   Multi-pattern / linear-time string algorithms Why These Algorithms Exist String Matching  KMP & Rabin-Karp   string-matching.md  covers the baseline: find one pattern inside one text, in linear time. That's necessary but not sufficient for a lot of real problems: - You need to find   thousands of patterns at once   in a single pass over the text  intrusion detection, spam filters scanning for banned phrases, DNA motif search . - You need to answer   substring queries   — ""does this substring repeat anywhere else?"" — repeatedly against the same text, where re-running KMP each time is wasteful. - You're matching against a   large alphabet    natural-language text, not just DNA's 4 letters , where a different heuristic than KMP's failure function wins in practice. - You need the   longest palindromic substring  , which none of the single-pattern-search algorithms address at all — it's a genuinely different problem shape. Each algorithm below is the answer to one of those shapes. They're grouped here, distinct from  string-matching.md , because they build on KMP's core ideas  failure functions, prefix-suffix structure  but solve harder problems. Aho-Corasick  Multi-Pattern Matching Mental Model"
docs/dsa/backtracking.md,mixed,2,1,1,0,"!!! example ""Illustrative interview"" A placement choice blocks every completion several moves later. Copying every partial board wastes memory; keeping bad choices explores forever. Choose, test, recurse, and undo so constraints prune the search tree without corrupting sibling branches. Difficulty:   Hard |   Pattern Type:   Exhaustive search with pruning Why This Technique Exists Some problems have no shortcut — you genuinely must try combinations to find one  or all  that satisfy the constraints: place queens so none attack each other, fill a Sudoku grid, find every subset or permutation. Brute-force enumeration of every possibility is correct but often wasteful, because most partial attempts are doomed early. Backtracking   is brute force with an escape hatch: build a solution incrementally, and the moment a partial choice violates a constraint, abandon it immediately instead of completing it. That pruning is the entire value proposition — the search tree explored can be exponentially smaller than the full space. Mental Model Think of it as   DFS over a decision tree  , where each node is a partial solution and each edge is one choice. At every node: 1.   Choose   — make a candidate choice. 2.   Explore   — recurse on the resulting partial solution. 3.   Un-choose  backtrack    — undo the choice before trying the next one, restoring state for the sibling branch. The ""un-choose"" step is what separates backtracking from plain recursive brute force with no undo — it's what makes state reusable across branches instead of copying it every time."
docs/dsa/bfs-dfs.md,definition/meta,2,1,0,1,"!!! example ""Illustrative interview"" A grid contains a start, an exit, and blocked cells. The candidate follows one promising corridor deeply, reaches a dead end, and realizes the question asked for the  fewest  moves. The choice between a queue and a stack is not syntax: BFS earns shortest paths in an unweighted graph; DFS earns exhaustive reachability with less frontier state. Difficulty:   Medium |   Pattern Type:   Graph / Tree Traversal Why These Algorithms Exist Any time you need to   explore   a graph or tree — finding a path, checking connectivity, finding all reachable nodes — you need a systematic traversal strategy. BFS and DFS are the two fundamental traversal strategies. Understanding  which one to choose  is more important than implementing either. Mental Model BFS  Breadth-First Search :   Explore layer by layer. Like ripples in a pond — all nodes at distance 1, then distance 2, then distance 3. DFS  Depth-First Search :   Go as deep as possible before backtracking. Like exploring a maze — follow one path until you hit a dead end, then backtrack. Interactive Graph Visualizer <div class=""sim-container"" <div class=""sim-title"" 🔍 BFS / DFS Graph Visualizer</div"
docs/dsa/binary-search.md,mixed,2,1,1,0,"!!! example ""Illustrative interview"" The array is not the interesting part: the interviewer asks for the smallest capacity that finishes shipping within  D  days. Trying every capacity repeats the same monotonic fact—once a capacity works, every larger one works too. Binary search the first true answer instead of enumerating the answer space. Difficulty:   Easy  classic  / Medium-Hard  on the answer  |   Pattern Type:   Search space reduction Why This Pattern Exists Problem:   Find whether a target exists in a sorted array of n elements. Brute force:   Scan every element. - Time: O n - For n=1,000,000: up to a million comparisons Insight:   Because the array is sorted, checking the middle element tells you which half the target  must  be in  if present at all  — the other half can be discarded entirely without inspecting it. Each comparison halves the remaining search space. Result:   O log n  instead of O n . For n=1,000,000, that's ~20 comparisons instead of up to a million. The deeper, senior-level insight:   binary search doesn't require an array at all.   It only requires a  monotonic predicate  — a yes/no question over a range of candidate answers where the answer flips exactly once  all ""no"" then all ""yes"", or vice versa . This generalization is ""binary search on the answer,"" and it's the version staff-level interviews probe for, because it shows you can recognize the  structure  of binary search independent of arrays. Mental Model"
docs/dsa/dynamic-programming.md,definition/meta,1,0,0,1,"!!! example ""Illustrative interview"" A recursive solution to a small counting problem looks elegant, but the trace recomputes the same state thousands of times. At  n = 45 , the clock expires before the program does. Write the state and transition first; caching repeated subproblems turns the recursion tree from exponential repetition into bounded work. Difficulty:   Medium–Hard |   Pattern Type:   Overlapping subproblems Why This Pattern Exists Problem:   A staircase has  n  steps. You can climb 1 or 2 steps at a time. How many distinct ways can you reach the top? Brute force:   from step  i , try  i+1  and  i+2 . Recurse. For  n=40  this is tens of millions of calls. The call tree is exponential, but there are only  n   different  questions:  ways k   for  k = 0..n . Clue:   the same subproblem shows up more than once    overlapping subproblems   , and the answer to  n  is built only from answers to smaller  n     optimal substructure   . That pair is DP. Not “a 2D array.” The array is an implementation detail. Mental Model You are   filling a table of answers to smaller questions  , in an order that guarantees those answers already exist. If you cannot name the  question a cell answers  in one sentence, you do not have a recurrence yet. Stop coding. From brute force to optimal — Fibonacci / climb stairs"
docs/dsa/foundations.md,scene/hook,3,1,1,1,"!!! example ""Illustrative interview"" A correct brute-force answer passes the sample and times out at  n = 100,000 . Before reaching for a named algorithm, translate the constraint into an operation budget and identify which repeated work must disappear. Difficulty:   Foundational |   Pattern Type:   Process / Meta-skill Why This Exists Problem:   Given an unseen problem, most candidates either freeze or jump straight to coding a half-formed idea. Brute force approach to interviewing:   Read the problem, immediately start typing, discover a bug or missing case 10 minutes in, backtrack, panic-optimize. - Time to a correct, optimal solution: unpredictable, often doesn't converge - Interviewer signal: ""can't structure their own thinking"" Insight:   Every DSA problem — regardless of topic — follows the same shape: constraints imply a target complexity, and target complexity implies a small set of candidate patterns. If you learn to read  constraints  instead of  topics , you can navigate to the right technique even for problems you've never seen. Result:   A repeatable, interviewer-legible process that gets you to a working brute force in minutes and an optimized solution with a clear narrative of  why  it's optimal — which is what's actually being graded. Mental Model Think of every problem as a pipeline. Skipping a stage is where candidates lose points, even when the final code is correct."
docs/dsa/graph-algorithms.md,definition/meta,2,0,1,1,"!!! example ""Illustrative interview"" The shortest-looking edge leads to an expensive route later. A plain BFS ignores weights, while trying every path explodes. The graph's weight and cycle properties—not its business story—select the algorithm. Difficulty:   Hard |   Pattern Type:   Weighted graph traversal / ordering !!! note ""Not covered here"" Unweighted traversal  BFS/DFS, connected components, cycle detection with plain graphs  already has its own page:  BFS & DFS  bfs-dfs.md . This page starts where that one stops —   weighted   edges and   ordering   constraints. Why These Algorithms Exist BFS finds shortest paths — but only when every edge costs the same. The moment edges have different weights  latency, distance, cost , ""first arrival"" no longer means ""cheapest arrival,"" and you need an algorithm that accounts for weight:   Dijkstra  . A related but different question: given a weighted graph, what's the cheapest way to connect  every  node — a network with no cycles and minimum total edge cost? That's a   Minimum Spanning Tree  MST   , solved by   Prim's   or   Kruskal's   algorithm. A third question is about  ordering , not distance: if some tasks must happen before others  build systems, course prerequisites, package installs , what's a valid execution order? That's   topological sort  . All three show up constantly in system design  routing, network cost minimization, dependency resolution  and are classic interview staples. Mental Model Dijkstra:   Best-first search with a   min-heap  , not FIFO BFS. Always expand the  closest unvisited  node next, and   relax    try to improve  the distance to its neighbors. Once a node is popped as the minimum, its distance is final — it can never be improved later, because all other paths to it would have to go through a farther node first."
docs/dsa/greedy.md,definition/meta,2,0,1,1,"!!! example ""Illustrative interview"" Choosing the meeting that starts first feels natural and leaves less room for everything after it. Choosing the one that finishes first preserves the largest remaining interval. A greedy rule is valid only when its local choice can be proved safe. Difficulty:   Medium |   Pattern Type:   Locally optimal choices Why This Technique Exists Some optimization problems don't need dynamic programming's ""try every combination and remember the best"" — a sequence of purely   local   best choices, made once and never revisited, provably produces the   global   optimum. When that holds, greedy is dramatically simpler and faster than DP: O n log n  for a sort instead of O n²  or worse for a full DP table. The catch is that greedy is only correct when the problem has a specific structure  below  — applied to the wrong problem, it produces a plausible-looking wrong answer with no warning. Knowing  when  greedy is valid is the actual interview skill. Mental Model A greedy algorithm makes the choice that looks best   right now  , commits to it, and never reconsiders. This is valid exactly when the problem has: 1.   Greedy choice property   — a locally optimal choice leads to a globally optimal solution; you never need to backtrack. 2.   Optimal substructure   — the optimal solution to the whole problem contains optimal solutions to its subproblems  same requirement DP has . The proof pattern for most greedy correctness arguments is an   exchange argument  : take any optimal solution that differs from the greedy one, show you can swap in the greedy choice without making it worse — therefore greedy is at least as good. Interactive Interval Scheduling Visualizer"
docs/dsa/hashing-techniques.md,definition/meta,2,0,1,1,"!!! example ""Illustrative interview"" Duplicate detection must answer quickly across millions of values. Comparing every pair is quadratic; remembering exact membership trades memory for constant-time lookup. The question becomes which identity to hash and how collisions affect correctness. Difficulty:   Hard |   Pattern Type:   Probabilistic data structures / space-efficient hashing Why These Structures Exist A regular hash set answers ""have I seen this exact key?"" exactly, but it pays for that exactness with O n  space — one full entry per key. At scale, that's a real cost: deduplicating a billion-URL crawl frontier, checking ""might this key exist before I do an expensive disk read,"" or counting how many distinct users hit an endpoint today. The structures on this page all make the same trade:   give up exactness, in a well-understood and bounded way, in exchange for orders-of-magnitude less memory.   Each one exists because a specific caller can tolerate a specific kind of imprecision: -   Bloom filter   — tolerates false positives, never false negatives. Used as a cheap pre-check before an expensive lookup. -   Counting Bloom filter   — same, but also supports deletion. -   Cuckoo hashing   — a hash table layout, not a probabilistic filter, but it solves the same ""space-efficient membership + deletion"" problem with a different mechanism, and interviewers often ask you to contrast it with Bloom filters. -   HyperLogLog   — tolerates a small, bounded percentage error on a  count , in exchange for using almost no memory regardless of how large the count is. Bloom Filter Mental Model"
docs/dsa/heaps.md,scene/hook,3,1,1,1,"!!! example ""Illustrative interview"" A stream never ends, but the interviewer asks for its ten largest values at any moment. Sorting the whole history repeats work and requires storing everything. Keep only the boundary in a size-ten min-heap. Difficulty:   Medium |   Pattern Type:   Priority-ordered access Why This Data Structure Exists Sorting an entire collection to repeatedly pull the smallest  or largest  element is wasteful — O n log n  up front when you may only need the top few. A   heap   gives you the minimum  or maximum  in O 1  and lets you insert or remove it in O log n , without ever fully sorting anything. Any time the clue is   ""top k""  ,   ""k-th smallest/largest""  ,   ""merge k sorted lists""  , or   ""schedule by priority""  , a heap is the tool: it maintains partial order — just enough to always know what's next. Mental Model A binary heap is a   complete binary tree stored in an array  . ""Complete"" means every level is full except possibly the last, which fills left to right — that's what lets it live in an array with no pointers: Min-heap invariant:   every parent ≤ both children. The root is always the minimum — but siblings and cousins have   no   ordering relationship to each other. A heap is not a sorted array; it's the minimum amount of order needed to answer ""what's smallest?"" in O 1 . Two operations restore the invariant after it breaks: -   Sift up  bubble up :   after inserting at the end, swap with the parent while smaller than it. -   Sift down  bubble down :   after removing the root, move the last element to the root and swap with the smaller child while larger than it."
docs/dsa/index.md,definition/meta,2,0,1,1,"Clue → pattern. Code is   Python  ; a few pages  mainly DP  also show Go.   Most   pattern pages have a visualizer  Run / Reset; some add Step / Auto Play . Foundations, two pointers, binary search, and the pattern-recognition index have   no   visualizer. Why This Exists There are thousands of LeetCode problems and roughly   fifteen   underlying patterns. Engineers who grind problems randomly memorize solutions and freeze the moment they see something unfamiliar. Engineers who learn patterns recognize the shape of a new problem in the first minute. The skill being tested is not ""have you seen this problem."" It is:   can you map an unfamiliar problem onto a technique you know, and justify the complexity?   That is a translation skill, and it is trainable in a way that memorization is not. So the unit of study here is the  clue , not the problem. ""Contiguous subarray"" is a clue. ""Sorted array"" is a clue. Each points at a small set of techniques, and knowing the mapping converts a blank-page panic into a mechanical process. Mental Model: The Complexity Ladder Nearly every optimization in interviews is a move down this ladder. Knowing which rung you are on tells you whether to keep optimizing: The most common interview arc is O n²  → O n .   You get there with one of three moves: 1.   Hash map   — trade memory for lookup. ""Have I seen this before?"" becomes O 1 . 2.   Two pointers / sliding window   — exploit sortedness or contiguity to avoid re-scanning. 3.   Sort first   — pay O n log n  once to make the rest linear. !!! tip ""Say the complexity out loud, unprompted"""
docs/dsa/pattern-recognition.md,scene/hook,3,1,1,1,"!!! example ""Illustrative interview"" The candidate can implement several algorithms but spends ten minutes choosing one. Underline the structural clues—contiguous, sorted, top K, connected, repeated state—then map each clue to the invariant an algorithm maintains. Difficulty:   All levels |   Pattern Type:   Meta / Synthesis Why This Page Exists Problem:   You're 90 seconds into reading an unfamiliar interview problem. It doesn't scream ""this is a sliding window problem"" the way a textbook chapter title would. Brute force approach:   Try coding  something , usually nested loops, and hope a pattern emerges as you go. - Unpredictable time to a working solution - Often locks you into the wrong data structure before you've thought it through Insight:   Every pattern on this site answers a  specific shape  of question, and that shape is visible in the problem's   keywords, input shape, and constraints   before you write any code. ""Pattern recognition"" isn't memorizing 200 problems — it's memorizing the ~15 signals below and practicing spotting them fast. Result:   A 30-60 second triage step that gets you to the right family of technique before you commit to code, which is exactly what staff-level interviewers are evaluating when they watch your first few minutes. Mental Model Think of pattern recognition as narrowing a funnel: constraints eliminate whole complexity classes, then keywords select the specific technique within what's left."
docs/dsa/probabilistic-sketches.md,definition/meta,2,0,1,1,"!!! example ""Illustrative interview"" Exact per-key counts no longer fit in memory, but the product only needs to reject definitely absent keys or estimate heavy hitters. A bounded error is cheaper than an exact answer the system cannot store. State which mistakes are allowed before choosing a sketch. Difficulty:   Hard |   Pattern Type:   Probabilistic data structures / streaming summaries !!! note ""Read Bloom first"" Advanced Hashing  hashing-techniques.md  covers Bloom filters, counting Bloom filters, cuckoo  hashing , and HyperLogLog. This page is the next interview:   delete without 4-bit counters  ,   frequency  ,   percentiles  ,   set similarity  . Cuckoo  filter  is not cuckoo hashing. Why These Structures Exist A Bloom filter answers one question:  might this key be in the set?  That is the wrong tool for the next four questions production systems actually ask: Every structure on this page makes the same deal Bloom does —   bounded error, orders-of-magnitude less memory   — for a different query. !!! tip ""Mental Model"" Bloom / compact filters =  membership . Count-Min =  how often . t-digest =  where in the distribution . MinHash =  how alike two sets are . If you cannot name the query, you do not have a sketch yet. Compact Membership Filters  after Bloom Cuckoo filter"
docs/dsa/skip-lists-fenwick-segment-trees.md,definition/meta,1,0,1,0,"!!! example ""Illustrative interview"" Point updates and range queries alternate too often to recompute each range or rebuild prefix sums. The operation mix is the clue: store partial aggregates so an update and a query each touch logarithmically many nodes. Difficulty:   Hard |   Pattern Type:   Ordered maps / range queries !!! note ""Exact on purpose"" Bloom / sketches  probabilistic-sketches.md  trade correctness for RAM. This page is the other fork:   the answer must be exact  , updates and queries both have to be faster than O n , and you are willing to pay O n  memory. Redis sorted sets, prefix-sum interviews, and ""range add, range min"" all live here. Why These Structures Exist A sorted array gives O log n  search and O n  insert. A balanced BST gives O log n  insert/search but not ""sum of keys in   L, R  "" without extra work.  A heap gives O 1  access to the extremum but O n  search for an arbitrary key — it's not a substitute for a balanced BST here.  A prefix-sum array gives O 1  range sum and O n  point update. The three structures on this page close those gaps: They show up in   system   interviews too: Redis  ZSET  is a skip list + hash table; Fenwick/segment trees are the ""n = 10^5, many range queries"" DSA tell. !!! tip ""Mental Model"" Skip list = express lanes on a sorted linked list  coin flips instead of rotations . Fenwick = the prefix-sum array's updatable cousin  each index owns a power-of-two range . Segment tree = the full binary tree over the array  every interval has a node . Skip List"
docs/dsa/sliding-window.md,scene/hook,3,1,1,1,"!!! example ""Illustrative interview"" The interviewer asks for the longest substring without repeated characters. Eight minutes disappear into nested loops; at  n = 100,000 , recomputing every substring cannot finish. The word   contiguous   is the clue: keep one moving window, update only what enters and leaves, and never rescan work the window already knows. Difficulty:   Medium |   Pattern Type:   Array/String optimization Why This Pattern Exists Problem:   Find the maximum sum of any subarray of length K. Brute force:   For each starting position, sum the next K elements. - Time: O N × K - For N=10,000, K=1,000: 10 million operations Insight:   When we move the window forward by 1, we only need to: -   Add   one new element  the new right boundary -   Remove   one old element  the old left boundary Instead of recalculating the sum each time  O K  , we update it in O 1 ."
docs/dsa/sorting.md,definition/meta,2,0,1,1,"!!! example ""Illustrative interview"" Records must be sorted under a memory limit, equal keys must preserve input order, and the data may already be nearly ordered. “Use quicksort” answers none of those constraints. Choose the algorithm from stability, worst case, memory, and input shape. Difficulty:   Medium |   Pattern Type:   Comparison-based ordering Why This Topic Exists Sorting is rarely the final answer in an interview — it's usually the O n log n  step that  unlocks  something else: binary search, two pointers, greedy interval scheduling, deduplication. Knowing the sorting algorithms' internals matters less than knowing their   properties  : is it stable, is it in-place, what's the worst case, and does it need extra memory. Those properties decide which one is right for a given constraint, and interviewers probe exactly that. Python's built-in  sorted   / .sort    uses   Timsort    a hybrid of merge sort and insertion sort  — you should never hand-roll a sort in production, but you're expected to implement one from scratch and reason about its trade-offs on demand. Mental Model Three families, three trade-offs: Quicksort   and   merge sort   are both divide-and-conquer, but they divide at different points: quicksort does the hard work  partitioning   before  recursing, merge sort does the hard work  merging   after . That's why quicksort can be in-place and merge sort naturally can't — merging two separately-sorted halves needs a buffer. Interactive Sort Comparison <div class=""sim-container"" <div class=""sim-title"" 📊 Quicksort / Merge Sort / Heapsort</div"
docs/dsa/string-matching.md,definition/meta,2,0,1,1,"!!! example ""Illustrative interview"" A long prefix matches, the next character fails, and the naive matcher restarts from scratch. The discarded prefix already contains information about the next viable alignment. KMP records that information so the text pointer never moves backward. Difficulty:   Hard |   Pattern Type:   Substring search !!! note ""Multi-pattern matching and beyond"" This page covers single-pattern KMP and Rabin-Karp. For multi-pattern matching  Aho-Corasick , the Z-algorithm, suffix arrays, Boyer-Moore, and Manacher's algorithm, see  Advanced String Matching  advanced-string-matching.md . Why These Algorithms Exist The naive way to find a pattern of length m inside a text of length n checks every starting position and compares character by character: O nm  worst case. For text search at scale  log scanning, DNA sequence matching, plagiarism detection , that's too slow. KMP  Knuth-Morris-Pratt    and   Rabin-Karp   both achieve better-than-naive matching, but via completely different mechanisms: -   KMP   never re-examines a text character it has already matched — it uses information about the pattern's own internal structure to skip redundant comparisons. -   Rabin-Karp   uses a rolling hash to compare whole substrings in O 1  amortized per position, only falling back to character comparison on a hash collision. Mental Model KMP's insight:   when a mismatch occurs after matching some prefix of the pattern, you already know exactly what the last few text characters were — they equal the pattern's prefix up to the mismatch. If that prefix has a shorter substring that is  both  a prefix and a suffix of itself, you can resume matching from there instead of restarting the pattern at position 0 and re-scanning text you already saw."
docs/dsa/tries.md,definition/meta,1,0,0,1,"!!! example ""Illustrative interview"" Autocomplete receives a prefix and must return suggestions without scanning every word. A hash set answers whole-word membership but not shared prefixes. Store characters along shared paths so lookup cost follows query length rather than dictionary size. Difficulty:   Medium |   Pattern Type:   String prefix indexing Why This Data Structure Exists A hash set answers ""is this exact word present?"" in O 1  — but it can't answer ""what words  start with  this prefix?"" without scanning every entry. Autocomplete, spell-check, and IP routing all need fast   prefix   queries, not just exact-match queries. A   trie    from re  trie  val  restructures a set of strings so that every prefix is a real path in the tree, shared across every word with that prefix. Lookup and prefix search both cost O L  — proportional to the query length, completely independent of how many words are stored. Mental Model Each node represents one character position; a path from the root spells out a prefix. Words that share a prefix share the path — ""car,"" ""card,"" and ""care"" all reuse the c→a→r nodes and only branch afterward. The key insight:   a node existing does not mean it's a word.   ""ca"" is a valid path  shared prefix of ""car""/""card""/""care""/""cat""  but never marked as a complete word unless explicitly inserted. Interactive Trie Visualizer <div class=""sim-container"" <div class=""sim-title"" 🌳 Trie: Insert / Search</div"
docs/dsa/two-pointers.md,definition/meta,2,1,0,1,"!!! example ""Illustrative interview"" Given a sorted array and a target sum, the candidate tries every pair:  O n²   comparisons and no use of the ordering clue. Put one pointer at each end. Each comparison now proves an entire side cannot work, so one pointer moves and the search finishes in  O n  . Difficulty:   Easy-Medium |   Pattern Type:   Array/Linked List optimization Why This Pattern Exists Problem:   Given a sorted array, find two numbers that sum to a target. Brute force:   Check every pair. - Time: O n^2 - For n=100,000: 10 billion operations — far too slow Insight:   The array is  sorted . If the current pair's sum is too small, moving the left pointer right can only increase the sum — moving the right pointer would just retry combinations we've implicitly already ruled out  since it's paired with every value from left to right already covered by increasing left . Symmetric logic holds if the sum is too big. So instead of trying all O n^2  pairs, we can eliminate one entire ""row"" or ""column"" of the search space with each comparison. Result:   O n  instead of O n^2 , because each pointer moves at most n times total, in one direction, never backtracking. This is the general shape of two pointers:   use a monotonic property of the data  sorted order, or a structural invariant like list cycles  to discard large chunks of the brute-force search space in O 1  per step. Mental Model"
docs/dsa/union-find.md,definition/meta,0,0,0,0,"!!! example ""Illustrative interview"" Accounts arrive with overlapping email addresses, and each new pair asks whether two users are already connected. Re-running DFS over the growing graph repeats old work. Union-Find keeps one representative per component so  union  records a merge and  find  answers connectivity almost constantly after path compression. Difficulty:   Medium |   Pattern Type:   Dynamic connectivity Why This Data Structure Exists Some problems only ask one question, over and over, as edges stream in:   ""are these two things in the same group?""   Recomputing connected components with BFS/DFS after every new connection is O V+E  each time. Union-Find answers both ""which group is X in?"" and ""merge these two groups"" in   near O 1  amortized  , making it the right tool whenever connectivity changes incrementally. It underlies Kruskal's MST  reject an edge if it would cycle , cycle detection in undirected graphs, ""number of islands II""  dynamic grid connectivity , and friend-circle / account-merging style problems. Mental Model Each element starts as its own set  its own tree, pointing to itself .   Union   merges two trees by making one root point to the other.   Find   walks parent pointers up to the root — the root   is   the set's identity. Two optimizations turn ""walk to the root"" from O n  worst case into practically O 1 : -   Union by rank:   attach the lower-rank root under the higher-rank root  rank bounds height, not node count . Equal rank → increment. Union   by size   is the different rule that attaches the smaller tree. -   Path compression:   while walking up during  find , repoint every visited node directly to the root, so the  next  find on any of them is instant. Together they give   O α n     amortized per operation, where α is the inverse Ackermann function — for any input size that fits in the universe, α n  ≤ 4. It is, for all practical purposes, constant time."
